Description,ensembl_id,entrez_id,gene_biotype,Type
PGGT1B,ENSG00000164219,5229,protein_coding,target
CCDC112,ENSG00000164221,153733,protein_coding,target
FEM1C,ENSG00000145780,56929,protein_coding,target
TICAM2,ENSG00000243414,353376,protein_coding,target
TMED7,ENSG00000134970,51014,protein_coding,target
CDO1,ENSG00000129596,1036,protein_coding,target
ATG12,ENSG00000145782,9140,protein_coding,target
AP3S1,ENSG00000177879,1176,protein_coding,target
LVRN,ENSG00000172901,206338,protein_coding,target
ARL14EPL,ENSG00000268223,644100,protein_coding,target
COMMD10,ENSG00000145781,51397,protein_coding,target
SEMA6A,ENSG00000092421,57556,protein_coding,target
DTWD2,ENSG00000169570,285605,protein_coding,target
DMXL1,ENSG00000172869,1657,protein_coding,target
TNFAIP8,ENSG00000145779,25816,protein_coding,target
HSD17B4,ENSG00000133835,3295,protein_coding,target
FAM170A,ENSG00000164334,340069,protein_coding,target
PRR16,ENSG00000184838,51334,protein_coding,target
FTMT,ENSG00000181867,94033,protein_coding,target
SRFBP1,ENSG00000151304,153443,protein_coding,target
LOX,ENSG00000113083,4015,protein_coding,target
ZNF474,ENSG00000164185,133923,protein_coding,target
CTC-441N14.4,ENSG00000250803,100505841,protein_coding,target
SNCAIP,ENSG00000064692,9627,protein_coding,target
SNX2,ENSG00000205302,6643,protein_coding,target
SNX24,ENSG00000064652,28966,protein_coding,target
PPIC,ENSG00000168938,5480,protein_coding,landmark
PRDM6,ENSG00000061455,93166,protein_coding,target
CEP120,ENSG00000168944,153241,protein_coding,target
CSNK1G3,ENSG00000151292,1456,protein_coding,target
ZNF608,ENSG00000168916,57507,protein_coding,target
GRAMD3,ENSG00000155324,65983,protein_coding,target
ALDH7A1,ENSG00000164904,501,protein_coding,landmark
PHAX,ENSG00000164902,51808,protein_coding,target
TEX43,ENSG00000196900,389320,protein_coding,target
LMNB1,ENSG00000113368,4001,protein_coding,target
MARCH3,ENSG00000173926,115123,protein_coding,target
C5orf63,ENSG00000164241,401207,protein_coding,target
MEGF10,ENSG00000145794,84466,protein_coding,target
PRRC1,ENSG00000164244,133619,protein_coding,target
CTXN3,ENSG00000205279,613212,protein_coding,target
CCDC192,ENSG00000230561,728586,protein_coding,target
SLC12A2,ENSG00000064651,6558,protein_coding,target
FBN2,ENSG00000138829,2201,protein_coding,target
SLC27A6,ENSG00000113396,28965,protein_coding,target
ISOC1,ENSG00000066583,51015,protein_coding,landmark
ADAMTS19,ENSG00000145808,171019,protein_coding,target
KIAA1024L,ENSG00000186367,100127206,protein_coding,target
CHSY3,ENSG00000198108,337876,protein_coding,target
HINT1,ENSG00000169567,3094,protein_coding,target
LYRM7,ENSG00000186687,90624,protein_coding,target
CDC42SE2,ENSG00000158985,56990,protein_coding,target
RAPGEF6,ENSG00000158987,51735,protein_coding,target
FNIP1,ENSG00000217128,96459,protein_coding,target
MEIKIN,ENSG00000239642,728637,protein_coding,target
ACSL6,ENSG00000164398,23305,protein_coding,target
IL3,ENSG00000164399,3562,protein_coding,target
CSF2,ENSG00000164400,1437,protein_coding,target
P4HA2,ENSG00000072682,8974,protein_coding,landmark
PDLIM4,ENSG00000131435,8572,protein_coding,target
SLC22A4,ENSG00000197208,6583,protein_coding,target
SLC22A5,ENSG00000197375,6584,protein_coding,target
IRF1,ENSG00000125347,3659,protein_coding,target
IL5,ENSG00000113525,3567,protein_coding,target
RAD50,ENSG00000113522,10111,protein_coding,target
IL13,ENSG00000169194,3596,protein_coding,target
IL4,ENSG00000113520,3565,protein_coding,target
KIF3A,ENSG00000131437,11127,protein_coding,target
CCNI2,ENSG00000205089,645121,protein_coding,target
SEPT8,ENSG00000164402,23176,protein_coding,target
SOWAHA,ENSG00000198944,134548,protein_coding,target
SHROOM1,ENSG00000164403,134549,protein_coding,target
GDF9,ENSG00000164404,2661,protein_coding,target
UQCRQ,ENSG00000164405,27089,protein_coding,target
LEAP2,ENSG00000164406,116842,protein_coding,target
AFF4,ENSG00000072364,27125,protein_coding,target
ZCCHC10,ENSG00000155329,54819,protein_coding,target
HSPA4,ENSG00000170606,3308,protein_coding,landmark
FSTL4,ENSG00000053108,23105,protein_coding,target
C5orf15,ENSG00000113583,56951,protein_coding,target
VDAC1,ENSG00000213585,7416,protein_coding,landmark
TCF7,ENSG00000081059,6932,protein_coding,target
SKP1,ENSG00000113558,6500,protein_coding,landmark
PPP2CA,ENSG00000113575,5515,protein_coding,target
CDKL3,ENSG00000006837,51265,protein_coding,target
UBE2B,ENSG00000119048,7320,protein_coding,target
CDKN2AIPNL,ENSG00000237190,91368,protein_coding,target
JADE2,ENSG00000043143,23338,protein_coding,landmark
SAR1B,ENSG00000152700,51128,protein_coding,target
SEC24A,ENSG00000113615,10802,protein_coding,target
CAMLG,ENSG00000164615,819,protein_coding,target
DDX46,ENSG00000145833,9879,protein_coding,target
C5orf24,ENSG00000181904,134553,protein_coding,target
TXNDC15,ENSG00000113621,79770,protein_coding,target
PCBD2,ENSG00000132570,84105,protein_coding,target
CATSPER3,ENSG00000152705,347732,protein_coding,target
PITX1,ENSG00000069011,5307,protein_coding,target
H2AFY,ENSG00000113648,9555,protein_coding,target
DCANP1,ENSG00000251380,140947,protein_coding,target
TIFAB,ENSG00000255833,497189,protein_coding,target
NEUROG1,ENSG00000181965,4762,protein_coding,target
CXCL14,ENSG00000145824,9547,protein_coding,target
SLC25A48,ENSG00000145832,153328,protein_coding,target
IL9,ENSG00000145839,3578,protein_coding,target
LECT2,ENSG00000145826,3950,protein_coding,target
TGFBI,ENSG00000120708,7045,protein_coding,target
SMAD5,ENSG00000113658,4090,protein_coding,target
AC009014.3,ENSG00000271824,389332,protein_coding,target
TRPC7,ENSG00000069018,57113,protein_coding,target
SPOCK1,ENSG00000152377,6695,protein_coding,target
KLHL3,ENSG00000146021,26249,protein_coding,target
HNRNPA0,ENSG00000177733,10949,protein_coding,target
MYOT,ENSG00000120729,9499,protein_coding,target
PKD2L2,ENSG00000078795,27039,protein_coding,target
FAM13B,ENSG00000031003,51306,protein_coding,target
WNT8A,ENSG00000061492,7478,protein_coding,target
NME5,ENSG00000112981,8382,protein_coding,target
BRD8,ENSG00000112983,10902,protein_coding,target
KIF20A,ENSG00000112984,10112,protein_coding,landmark
CDC23,ENSG00000094880,8697,protein_coding,target
GFRA3,ENSG00000146013,2676,protein_coding,target
CDC25C,ENSG00000158402,995,protein_coding,target
FAM53C,ENSG00000120709,51307,protein_coding,target
KDM3B,ENSG00000120733,51780,protein_coding,target
REEP2,ENSG00000132563,51308,protein_coding,target
EGR1,ENSG00000120738,1958,protein_coding,landmark
ETF1,ENSG00000120705,2107,protein_coding,target
HSPA9,ENSG00000113013,3313,protein_coding,target
CTNNA1,ENSG00000044115,1495,protein_coding,target
LRRTM2,ENSG00000146006,26045,protein_coding,target
SIL1,ENSG00000120725,64374,protein_coding,target
MATR3,ENSG00000015479,9782,protein_coding,target
PAIP2,ENSG00000120727,51247,protein_coding,target
SLC23A1,ENSG00000170482,9963,protein_coding,target
MZB1,ENSG00000170476,51237,protein_coding,target
PROB1,ENSG00000228672,389333,protein_coding,target
SPATA24,ENSG00000170469,202051,protein_coding,target
DNAJC18,ENSG00000170464,202052,protein_coding,target
ECSCR,ENSG00000249751,641700,protein_coding,target
TMEM173,ENSG00000184584,340061,protein_coding,target
UBE2D2,ENSG00000131508,7322,protein_coding,target
CXXC5,ENSG00000171604,51523,protein_coding,target
PSD2,ENSG00000146005,84249,protein_coding,target
NRG2,ENSG00000158458,9542,protein_coding,target
PURA,ENSG00000185129,5813,protein_coding,target
IGIP,ENSG00000182700,492311,protein_coding,target
CYSTM1,ENSG00000120306,84418,protein_coding,target
PFDN1,ENSG00000113068,5201,protein_coding,target
HBEGF,ENSG00000113070,1839,protein_coding,target
SLC4A9,ENSG00000113073,83697,protein_coding,target
ANKHD1,ENSG00000131503,54882,protein_coding,target
SRA1,ENSG00000213523,10011,protein_coding,target
EIF4EBP3,ENSG00000243056,8637,protein_coding,target
APBB3,ENSG00000113108,10307,protein_coding,target
SLC35A4,ENSG00000176087,113829,protein_coding,target
CD14,ENSG00000170458,929,protein_coding,target
NDUFA2,ENSG00000131495,4695,protein_coding,target
TMCO6,ENSG00000113119,55374,protein_coding,target
IK,ENSG00000113141,3550,protein_coding,target
WDR55,ENSG00000120314,54853,protein_coding,target
HARS,ENSG00000170445,3035,protein_coding,target
HARS2,ENSG00000112855,23438,protein_coding,target
ZMAT2,ENSG00000146007,153527,protein_coding,target
PCDHA1,ENSG00000204970,56147,protein_coding,target
PCDHA2,ENSG00000204969,56146,protein_coding,target
PCDHA3,ENSG00000255408,56145,protein_coding,target
PCDHA4,ENSG00000204967,56144,protein_coding,target
PCDHA5,ENSG00000204965,56143,protein_coding,target
PCDHA6,ENSG00000081842,56142,protein_coding,target
PCDHA7,ENSG00000204963,56141,protein_coding,target
PCDHA8,ENSG00000204962,56140,protein_coding,target
PCDHA9,ENSG00000204961,9752,protein_coding,target
PCDHA10,ENSG00000250120,56139,protein_coding,target
PCDHA11,ENSG00000249158,56138,protein_coding,target
PCDHA12,ENSG00000251664,56137,protein_coding,target
PCDHA13,ENSG00000239389,56136,protein_coding,target
PCDHAC1,ENSG00000248383,56135,protein_coding,target
PCDHAC2,ENSG00000243232,56134,protein_coding,target
PCDHB1,ENSG00000171815,29930,protein_coding,target
PCDHB2,ENSG00000112852,56133,protein_coding,target
PCDHB3,ENSG00000113205,56132,protein_coding,target
PCDHB4,ENSG00000081818,56131,protein_coding,target
PCDHB5,ENSG00000113209,26167,protein_coding,target
PCDHB6,ENSG00000113211,56130,protein_coding,target
PCDHB7,ENSG00000113212,56129,protein_coding,target
PCDHB8,ENSG00000120322,56128,protein_coding,target
PCDHB9,ENSG00000177839,56127,protein_coding,target
PCDHB10,ENSG00000120324,56126,protein_coding,target
PCDHB11,ENSG00000197479,56125,protein_coding,target
PCDHB12,ENSG00000120328,56124,protein_coding,target
PCDHB13,ENSG00000187372,56123,protein_coding,target
PCDHB14,ENSG00000120327,56122,protein_coding,target
PCDHB15,ENSG00000113248,56121,protein_coding,target
TAF7,ENSG00000178913,6879,protein_coding,target
SLC25A2,ENSG00000120329,83884,protein_coding,target
PCDHGA1,ENSG00000204956,56114,protein_coding,target
PCDHGA2,ENSG00000081853,56113,protein_coding,target
PCDHGA3,ENSG00000254245,56112,protein_coding,target
PCDHGB1,ENSG00000254221,56104,protein_coding,target
PCDHGA4,ENSG00000262576,56111,protein_coding,target
PCDHGB2,ENSG00000253910,56103,protein_coding,target
PCDHGA5,ENSG00000253485,56110,protein_coding,target
PCDHGB3,ENSG00000262209,56102,protein_coding,target
PCDHGA6,ENSG00000253731,56109,protein_coding,target
PCDHGA7,ENSG00000253537,56108,protein_coding,target
PCDHGB4,ENSG00000253953,8641,protein_coding,target
PCDHGA8,ENSG00000253767,9708,protein_coding,target
PCDHGA9,ENSG00000261934,56107,protein_coding,target
PCDHGB6,ENSG00000253305,56100,protein_coding,target
PCDHGA10,ENSG00000253846,56106,protein_coding,target
PCDHGB7,ENSG00000254122,56099,protein_coding,target
PCDHGA11,ENSG00000253873,56105,protein_coding,target
PCDHGA12,ENSG00000253159,26025,protein_coding,target
PCDHGC3,ENSG00000240184,5098,protein_coding,target
PCDHGC4,ENSG00000242419,56098,protein_coding,target
PCDHGC5,ENSG00000240764,56097,protein_coding,target
DIAPH1,ENSG00000131504,1729,protein_coding,target
HDAC3,ENSG00000171720,8841,protein_coding,target
RELL2,ENSG00000164620,285613,protein_coding,target
FCHSD1,ENSG00000197948,89848,protein_coding,target
ARAP3,ENSG00000120318,64411,protein_coding,target
PCDH1,ENSG00000156453,5097,protein_coding,target
KIAA0141,ENSG00000081791,9812,protein_coding,target
PCDH12,ENSG00000113555,51294,protein_coding,target
RNF14,ENSG00000013561,9604,protein_coding,target
GNPDA1,ENSG00000113552,10007,protein_coding,landmark
NDFIP1,ENSG00000131507,80762,protein_coding,target
SPRY4,ENSG00000187678,81848,protein_coding,target
FGF1,ENSG00000113578,2246,protein_coding,target
ARHGAP26,ENSG00000145819,23092,protein_coding,target
NR3C1,ENSG00000113580,2908,protein_coding,landmark
HMHB1,ENSG00000158497,57824,protein_coding,target
YIPF5,ENSG00000145817,81555,protein_coding,target
KCTD16,ENSG00000183775,57528,protein_coding,target
PRELID2,ENSG00000186314,153768,protein_coding,target
GRXCR2,ENSG00000204928,643226,protein_coding,target
SH3RF2,ENSG00000156463,153769,protein_coding,target
PLAC8L1,ENSG00000173261,153770,protein_coding,target
LARS,ENSG00000133706,51520,protein_coding,target
RBM27,ENSG00000091009,54439,protein_coding,target
POU4F3,ENSG00000091010,5459,protein_coding,target
TCERG1,ENSG00000113649,10915,protein_coding,landmark
GPR151,ENSG00000173250,134391,protein_coding,target
PPP2R2B,ENSG00000156475,5521,protein_coding,target
STK32A,ENSG00000169302,202374,protein_coding,target
DPYSL3,ENSG00000113657,1809,protein_coding,target
JAKMIP2,ENSG00000176049,9832,protein_coding,target
SPINK1,ENSG00000164266,6690,protein_coding,target
SCGB3A2,ENSG00000164265,117156,protein_coding,target
C5orf46,ENSG00000178776,389336,protein_coding,target
SPINK5,ENSG00000133710,11005,protein_coding,target
SPINK14,ENSG00000196800,408187,protein_coding,target
SPINK6,ENSG00000178172,404203,protein_coding,target
CTC-295J13.3,ENSG00000248109,105378220,protein_coding,target
SPINK13,ENSG00000214510,153218,protein_coding,target
SPINK7,ENSG00000145879,84651,protein_coding,target
SPINK9,ENSG00000204909,643394,protein_coding,target
FBXO38,ENSG00000145868,81545,protein_coding,target
HTR4,ENSG00000164270,3360,protein_coding,target
ADRB2,ENSG00000169252,154,protein_coding,landmark
SH3TC2,ENSG00000169247,79628,protein_coding,target
ABLIM3,ENSG00000173210,22885,protein_coding,target
AFAP1L1,ENSG00000157510,134265,protein_coding,target
GRPEL2,ENSG00000164284,134266,protein_coding,target
PCYOX1L,ENSG00000145882,78991,protein_coding,target
IL17B,ENSG00000127743,27190,protein_coding,target
CSNK1A1,ENSG00000113712,1452,protein_coding,landmark
ARHGEF37,ENSG00000183111,389337,protein_coding,target
PPARGC1B,ENSG00000155846,133522,protein_coding,target
PDE6A,ENSG00000132915,5145,protein_coding,target
SLC26A2,ENSG00000155850,1836,protein_coding,target
TIGD6,ENSG00000164296,81789,protein_coding,target
HMGXB3,ENSG00000113716,22993,protein_coding,target
CSF1R,ENSG00000182578,1436,protein_coding,target
PDGFRB,ENSG00000113721,5159,protein_coding,target
CDX1,ENSG00000113722,1044,protein_coding,target
SLC6A7,ENSG00000011083,6534,protein_coding,target
CAMK2A,ENSG00000070808,815,protein_coding,target
ARSI,ENSG00000183876,340075,protein_coding,target
TCOF1,ENSG00000070814,6949,protein_coding,target
CD74,ENSG00000019582,972,protein_coding,target
RPS14,ENSG00000164587,6208,protein_coding,target
NDST1,ENSG00000070614,3340,protein_coding,target
SYNPO,ENSG00000171992,11346,protein_coding,target
MYOZ3,ENSG00000164591,91977,protein_coding,target
RBM22,ENSG00000086589,55696,protein_coding,target
DCTN4,ENSG00000132912,51164,protein_coding,target
SMIM3,ENSG00000256235,85027,protein_coding,target
IRGM,ENSG00000237693,345611,protein_coding,target
ZNF300,ENSG00000145908,91975,protein_coding,target
GPX3,ENSG00000211445,2878,protein_coding,target
TNIP1,ENSG00000145901,10318,protein_coding,landmark
ANXA6,ENSG00000197043,309,protein_coding,target
CCDC69,ENSG00000198624,26112,protein_coding,target
GM2A,ENSG00000196743,2760,protein_coding,target
SLC36A3,ENSG00000186334,285641,protein_coding,target
SLC36A2,ENSG00000186335,153201,protein_coding,target
SLC36A1,ENSG00000123643,206358,protein_coding,target
FAT2,ENSG00000086570,2196,protein_coding,target
SPARC,ENSG00000113140,6678,protein_coding,target
ATOX1,ENSG00000177556,475,protein_coding,target
G3BP1,ENSG00000145907,10146,protein_coding,landmark
GLRA1,ENSG00000145888,2741,protein_coding,target
NMUR2,ENSG00000132911,56923,protein_coding,target
GRIA1,ENSG00000155511,2890,protein_coding,target
FAM114A2,ENSG00000055147,10827,protein_coding,target
MFAP3,ENSG00000037749,4238,protein_coding,target
GALNT10,ENSG00000164574,55568,protein_coding,target
SAP30L,ENSG00000164576,79685,protein_coding,target
HAND1,ENSG00000113196,9421,protein_coding,target
LARP1,ENSG00000155506,23367,protein_coding,target
FAXDC2,ENSG00000170271,10826,protein_coding,target
CNOT8,ENSG00000155508,9337,protein_coding,target
GEMIN5,ENSG00000082516,25929,protein_coding,target
MRPL22,ENSG00000082515,29093,protein_coding,target
KIF4B,ENSG00000226650,285643,protein_coding,target
SGCD,ENSG00000170624,6444,protein_coding,target
PPP1R2P3,ENSG00000231989,153743,protein_coding,target
TIMD4,ENSG00000145850,91937,protein_coding,target
HAVCR1,ENSG00000113249,26762,protein_coding,target
HAVCR2,ENSG00000135077,84868,protein_coding,target
MED7,ENSG00000155868,9443,protein_coding,target
FAM71B,ENSG00000170613,153745,protein_coding,target
ITK,ENSG00000113263,3702,protein_coding,target
CYFIP2,ENSG00000055163,26999,protein_coding,target
FNDC9,ENSG00000172568,408263,protein_coding,target
ADAM19,ENSG00000135074,8728,protein_coding,target
NIPAL4,ENSG00000172548,348938,protein_coding,target
SOX30,ENSG00000039600,11063,protein_coding,target
C5orf52,ENSG00000187658,100190949,protein_coding,target
THG1L,ENSG00000113272,54974,protein_coding,target
LSM11,ENSG00000155858,134353,protein_coding,target
CLINT1,ENSG00000113282,9685,protein_coding,target
EBF1,ENSG00000164330,1879,protein_coding,target
RNF145,ENSG00000145860,153830,protein_coding,target
UBLCP1,ENSG00000164332,134510,protein_coding,target
IL12B,ENSG00000113302,3593,protein_coding,target
ADRA1B,ENSG00000170214,147,protein_coding,target
TTC1,ENSG00000113312,7265,protein_coding,target
PWWP2A,ENSG00000170234,114825,protein_coding,target
FABP6,ENSG00000170231,2172,protein_coding,target
CCNJL,ENSG00000135083,79616,protein_coding,target
C1QTNF2,ENSG00000145861,114898,protein_coding,target
ZBED8,ENSG00000221886,63920,protein_coding,target
SLU7,ENSG00000164609,10569,protein_coding,target
PTTG1,ENSG00000164611,9232,protein_coding,target
ATP10B,ENSG00000118322,23120,protein_coding,target
GABRB2,ENSG00000145864,2561,protein_coding,target
GABRA6,ENSG00000145863,2559,protein_coding,target
GABRA1,ENSG00000022355,2554,protein_coding,target
GABRG2,ENSG00000113327,2566,protein_coding,target
CCNG1,ENSG00000113328,900,protein_coding,target
NUDCD2,ENSG00000170584,134492,protein_coding,target
